gene,cosine_similarity
Pced1b,0.2814779
Pvrl2,0.28147376
Slc31a2,0.2813285
Alg8,0.28129923
Cmc2,0.2812759
Cep44,0.281258
Ttc30b,0.2811945
Rad23a,0.28117928
Tada2b,0.2810992
Eln,0.28106254
Rsph9,0.28103054
Gjc1,0.2810259
Celsr1,0.2810057
Wrn,0.28095368
Wdr59,0.28092676
Hapln4,0.2808658
Sstr3,0.28082114
Hdac10,0.28078496
Ddx31,0.28074723
Cyp2a5,0.28065988
Pop1,0.28064832
D10Wsu102e,0.280597
Pafah2,0.28056642
Gpc2,0.280427
Pcdh1,0.2804129
Aars2,0.28023058
Loxl1,0.2801026
Sema3f,0.28006113
Poc1b,0.2800217
Cep78,0.27998155
Lztr1,0.2798853
Hist1h4i,0.279867
Kcnh1,0.2798629
Tamm41,0.2798482
Pggt1b,0.27981097
Pcsk7,0.27968958
Gfpt2,0.2795681
Hspb1,0.27954444
Akr1c18,0.27949032
Lsmd1,0.27929726
Dleu7,0.27923578
Mgat5,0.2792196
Slc30a3,0.2791773
Kcnmb2,0.27912098
Mthfd2l,0.27911517
AF251705,0.27907938
Ubox5,0.2790777
Dpp3,0.27903375
Plxnb3,0.2788577
Actr5,0.27885652
Snx15,0.27883035
Hmox1,0.27882558
L3mbtl2,0.2787538
Zfp780b,0.2787352
Peo1,0.2787176
Evc,0.27869427
Mical1,0.27862936
Ppie,0.27860752
Idnk,0.27860743
Exoc4,0.27854446
X1190005I06Rik,0.27844694
Carns1,0.27832112
Wdr90,0.27811095
Mettl25,0.27810454
Cdh3,0.2780804
Slc29a3,0.27801606
Poli,0.27801374
Ncf2,0.27797073
She,0.27794304
Slc41a3,0.277877
Zfp668,0.27786726
Igsf10,0.27782384
Atf3,0.27766612
D430041D05Rik,0.27765486
X1500004A13Rik,0.27756813
Dmrta2,0.27742597
Anapc15,0.277345
Iba57,0.27731016
Rora,0.27729487
Amer1,0.27721426
Gemin4,0.27718192
Bcdin3d,0.27716663
Aspdh,0.27714968
Agtrap,0.2771011
Tsr3,0.2770785
Camkmt,0.27698097
Rest,0.27683482
Rad52,0.2766991
Fam211b,0.2766172
Mob3c,0.2765477
Dclre1c,0.27645448
Eif4ebp2,0.27625027
Rragb,0.27621657
Car15,0.27619937
Plekhg5,0.2761477
Dhx34,0.27612564
Slc9a4,0.27612415
Map3k5,0.27608874
Dcp1a,0.27598077
Haus6,0.27596936
Bre,0.27596608
Ano1,0.27594647
Pdlim2,0.275922
X2610035D17Rik,0.27590796
Ccdc130,0.27587196
Pced1a,0.27579916
Epha6,0.27556562
Apool,0.27553004
Pfas,0.27537167
Lmcd1,0.27536666
Ddx28,0.2752717
Aass,0.275266
Nkx2.2,0.27525875
Tctn2,0.27520192
Rarg,0.27513862
Slc22a4,0.27511016
Ccdc157,0.27506787
Car8,0.2749267
Eif2ak3,0.27487707
X1700017B05Rik,0.27483615
Gem,0.27474695
Rnf123,0.27472785
Dnd1,0.2746519
Pgr,0.27461913
Itga10,0.2745129
Rcn3,0.27448675
Gm6623,0.27444142
Fbln1,0.27439994
Ccdc177,0.27439308
Rhbdd1,0.27431735
Fanci,0.27426642
Gm5918,0.2742608
Chd1l,0.27425462
Zfyve1,0.27425224
Engase,0.27409998
Rgp1,0.27408224
Hist1h4a,0.2740703
Foxred1,0.2740422
Ebf4,0.27397352
X9130023H24Rik,0.2738669
Ankrd52,0.27385205
Lsm5,0.27384484
Dnmbp,0.2738136
Serac1,0.27376357
Acads,0.27372414
Creb3l1,0.27367443
Ogg1,0.27354017
Mum1l1,0.27347094
Hist1h2be,0.27343026
Zfp647,0.27334908
Ntn3,0.27326983
Cpne9,0.27325076
Olfml1,0.27318242
Myo1h,0.27317068
Trim23,0.27307087
Bcorl1,0.27305123
Hemk1,0.2730397
Tyrp1,0.27299103
Ccdc51,0.2729208
Rnf122,0.27292046
Zfp949,0.27288586
Brf2,0.2728584
Ifrd2,0.27279836
X9630001P10Rik,0.27274328
Oxsm,0.27274242
Ovgp1,0.27255493
Kcnj6,0.27252445
Magee2,0.27236137
Nuak1,0.2723222
Klf11,0.27231833
Gla,0.2722518
Rmdn2,0.2722308
Setmar,0.27210888
Cradd,0.27192375
X5330417C22Rik,0.27182025
Shh,0.2718176
Alkbh1,0.27180746
Proz,0.27176324
Fchsd1,0.2717024
Wdr96,0.27167907
Lins,0.2716734
Prr5l,0.27165654
Egfem1,0.271284
Peg10,0.2712565
Nrn1l,0.2712393
Lypd1,0.27120858
Acy1,0.27117503
Tbc1d20,0.27107272
Adam19,0.27106366
Zkscan8,0.2709605
Zfp354a,0.27093858
Sst,0.27091762
Aldh1a3,0.27087873
Zfp85.rs1,0.27087182
Atrip,0.2708642
Heatr2,0.27071944
Scara3,0.27070558
Cabyr,0.27063727
Sergef,0.27058458
Il17rd,0.27035254
Sntg1,0.27032918
Cited1,0.2701937
BC051226,0.27010724
Tcirg1,0.26993823
Atp2b3,0.26977465
Lgi2,0.2697091
Dnm3os,0.2696642
Hdhd3,0.26964176
Lysmd3,0.26963276
C77080,0.26960897
Vps36,0.2695018
Prkab2,0.2693655
Dgcr14,0.26922855
Cmya5,0.2691447
Smco3,0.2690912
Dapp1,0.2690798
Sap30,0.2690367
BC027231,0.2689375
Tefm,0.26892975
Nol3,0.2688364
Fgfbp1,0.26873466
Cebpb,0.26849934
Athl1,0.26847616
Anxa11,0.26840606
Hist1h2ac,0.26831335
Glb1l,0.26818705
Lenep,0.26802778
Rin1,0.26801535
Spag1,0.26801142
Hspa12b,0.26797295
Spryd4,0.26795363
Ftsj1,0.26793256
Cd151,0.2679127
Paqr6,0.26789093
Klhdc9,0.26778758
Zfp2,0.26776442
Zkscan4,0.26774156
Cd83,0.26771033
Tbc1d25,0.26756242
St3gal6,0.26756153
Asap3,0.26749364
Tom1l1,0.2674838
Sfmbt2,0.26744643
Fbxl22,0.26735404
Grtp1,0.26732183
Tusc3,0.26731756
Abhd2,0.26726043
Sema4a,0.26723245
Ifit1,0.26720786
Tmem63a,0.2671661
Eme2,0.26714838
Jag1,0.2670482
Wdr17,0.26700193
Pus7l,0.26696837
C4a,0.2669617
Rsad2,0.26692724
Ccdc163,0.26690364
AA414768,0.2668924
Armc9,0.26687545
Dph5,0.26685706
Nabp1,0.26672608
Mttp,0.26667675
Bend5,0.26667327
Entpd7,0.26663807
Cys1,0.2666149
AA987161,0.26650524
Top1mt,0.2664309
Rnd1,0.26642632
Phf10,0.26634818
B330016D10Rik,0.2663176
Myo5b,0.26631457
BC065397,0.26628768
Padi2,0.2662519
Tmem143,0.26621947
Cutc,0.26616257
Rasl10a,0.26615578
Thtpa,0.26604635
Lurap1,0.26598808
Gm4944,0.2659556
Tfap4,0.2659047
Zfp869,0.26578787
Fam173b,0.2657656
Gm5512,0.26575446
Zranb3,0.265713
Art3,0.26568365
Slc44a5,0.26559293
Sprn,0.26550946
Sh2b3,0.26528832
Clec11a,0.2652683
Arl5b,0.26517567
Ranbp3l,0.26514465
Traf6,0.26514432
Grwd1,0.2651187
Ocln,0.2651083
Dusp10,0.26509836
Ccdc80,0.26508892
Rbmx2,0.26501068
Mitd1,0.26487958
Gh,0.26480052
Nradd,0.26480013
X5031426D15Rik,0.26477286
Nedd1,0.26475555
Fam86,0.2647349
Zfpm1,0.26466644
Efcab2,0.26461762
Ttc9,0.26460263
Zswim4,0.26457244
Ttc30a1,0.26456296
Zfyve19,0.26448262
Pcdhgc3,0.26445737
Mcm8,0.26443234
Tmem119,0.26442793
Lcp1,0.264425
Tcf7l1,0.26432666
Tfcp2,0.26429784
Mthfd1l,0.26426068
Gdpd4,0.26423
Cbx1,0.2641115
Zbtb37,0.2640354
Mospd1,0.26398885
X1700012B15Rik,0.2638728
Pvalb,0.26379672
X1700052K11Rik,0.26379555
X4930452B06Rik,0.26374766
Bcam,0.2636156
Suv39h2,0.2634159
Lingo3,0.26338953
Plekhd1,0.26338384
Smim1,0.2630083
Galnt4,0.26300502
Tmem203,0.26289663
Cmss1,0.2628799
Mfsd7b,0.26281533
Baiap2l2,0.26281258
X9630013A20Rik,0.26272562
X1110065P20Rik,0.26257068
Rad50,0.26248345
Ccdc39,0.26225367
Sfxn2,0.26220363
Cdc23,0.26219112
Nphp4,0.26218587
Bud13,0.26218116
Fgl2,0.26217347
Hebp2,0.26207328
Rwdd2b,0.2619858
Ldlrad3,0.2619825
Gm13476,0.26197854
Fbxw17,0.26181144
March1,0.26180458
Gtpbp3,0.2616337
Arhgap6,0.26162657
Cbr2,0.26159355
Zswim3,0.26147753
Gdf10,0.26143792
Serinc2,0.26136947
B4galt1,0.26133844
Mocos,0.26130846
Cntn6,0.26129785
Scn5a,0.26126972
Prss36,0.2612382
X4933404O12Rik,0.26118532
X1810014B01Rik,0.26100415
Nt5dc2,0.2609463
Cyp2f2,0.2608762
Stk30,0.2608725
Stab1,0.26081952
Zdhhc12,0.26076353
Nynrin,0.26068136
Dnaaf2,0.2606672
Mtrf1,0.26057014
Creg2,0.2605545
Gpr101,0.26052675
Ankrd9,0.26042816
X9330102E08Rik,0.2603026
Zfp866,0.26030093
Opalin,0.26026833
X0610009L18Rik,0.26026475
Aifm2,0.26026347
Sfrp2,0.26023966
X4430402I18Rik,0.26021713
E4f1,0.26019663
Abcc9,0.26019245
Kank4,0.26012775
Lor,0.2601195
Hist1h4b,0.2601171
Lcmt2,0.26008412
Ramp3,0.26004693
Arhgap11a,0.2599555
Cpxm1,0.25994924
Wdr46,0.2599384
Ephb6,0.25991786
Pml,0.2597957
Ung,0.25972605
Mettl4,0.25970215
Fbxw9,0.2596865
Tsku,0.25964156
Pla2g4a,0.25958267
Zkscan5,0.2594564
Pycard,0.25940335
X9030617O03Rik,0.2593486
Dtd2,0.25925395
Oprk1,0.2592523
X2610507I01Rik,0.25919837
Angptl2,0.2591841
Lpar3,0.25913697
Nphp3,0.2590465
Fancf,0.2590079
Fibin,0.25888684
Mrap2,0.25888517
Ctsc,0.2588239
Pou2f2,0.2587982
Zfp941,0.25869
Zc3h8,0.25848055
Tyw1,0.2584652
Pcdhb5,0.2584352
Pm20d1,0.2583652
Cdc42bpg,0.2582269
Zfp831,0.25821948
Fopnl,0.25812024
Slc35f2,0.25811556
Sept5,0.2580589
Zfp385c,0.25803697
Stard4,0.25797057
Dzip1l,0.2578805
Csrnp1,0.25785223
Polr2a,0.2578326
Tnni3,0.25781673
Dact2,0.25773332
Akna,0.25764304
Oraov1,0.25752217
Plcxd1,0.25749943
Fam188b,0.25748998
Zfp944,0.25748342
Npy5r,0.2574629
Wdr92,0.25742003
Itga3,0.2574022
Ephb3,0.25733146
Col7a1,0.2571639
Kif13b,0.2571466
Srfbp1,0.25710803
Zfp472,0.25706738
Robo4,0.25692216
Fam101a,0.25681397
Rassf5,0.25680414
Slc24a5,0.25677714
Dnajb12,0.2564688
X2610018G03Rik,0.25645468
S100pbp,0.25643507
X3230401D17Rik,0.2563836
Isg15,0.25635156
Wrap53,0.25628912
Apex2,0.25625727
Med11,0.256239
Rgs6,0.256171
Zfp202,0.25616133
Trmt12,0.25612065
Calcrl,0.25607342
X3110021N24Rik,0.2559979
Mis12,0.25593057
X1700047M11Rik,0.2558769
March4,0.2557921
Scube2,0.25567833
Colgalt2,0.2556705
Aldh16a1,0.2556698
Ccdc120,0.25564858
Snhg7,0.2555801
Tspan18,0.25555015
Zdbf2,0.2554694
Mad2l1,0.25542054
Gpt,0.25541732
Moxd1,0.25541428
X1810032O08Rik,0.25539517
Enkd1,0.25538984
Hapln2,0.25537604
Fcgr2b,0.25534743
Slitrk3,0.25528446
Amd1,0.255181
Lin9,0.25515306
Adal,0.25502855
Ispd,0.25500935
Sncaip,0.25472027
Dmrtc1a,0.25470918
Gja4,0.2546845
Uvssa,0.2546715
Nfkbil1,0.2546284
Ifi47,0.25462723
Zfp605,0.25460723
Klf7,0.25453103
Fam132a,0.2544666
Tmod1,0.25441912
Crabp1,0.25440103
Pmm2,0.25436327
Htr1a,0.25434488
Mettl6,0.25421822
Nfkbiz,0.2541991
Dok6,0.2541864
Fam185a,0.2540568
Svep1,0.2539094
Zfp273,0.25384998
Pcdhb13,0.25381723
Nol9,0.25372738
Trpt1,0.2537089
Casp7,0.25370336
Znhit3,0.25370184
Gpx7,0.2536742
Tgtp2,0.25360495
Fam219a,0.25353855
Ttc37,0.25341806
Gtpbp8,0.25341624
Gm14420,0.25335535
Ddit4l,0.2532506
Slc30a6,0.25304148
Aasdh,0.25303385
Nme6,0.25299075
Palmd,0.25292367
Gm14164,0.2528705
Clgn,0.2526983
Aatf,0.25269777
X1700049G17Rik,0.2526798
Als2,0.25260615
Tgif2,0.25259104
Fam35a,0.25258604
Polr3b,0.25246778
Pusl1,0.2523832
Pygo1,0.2522511
Syk,0.25224492
Cdca7l,0.25222993
Gpr75,0.252148
Wdr78,0.25214505
Gpam,0.25211895
Trappc2,0.25211138
Mis18a,0.25203812
Cbwd1,0.25194034
Rimbp2,0.25191233
X4933421O10Rik,0.25161114
Tnc,0.25160143
Gpc4,0.25151518
Mtrr,0.251443
Gpr3,0.25140506
X2310039H08Rik,0.25130644
Sntb2,0.25122213
Gm6607,0.25119627
Cib2,0.25113672
Arsg,0.2511238
Zfp36,0.25112164
Zbtb3,0.25108787
Rhof,0.25107187
Adamts9,0.25106215
X3110056K07Rik,0.25103858
Fam227a,0.25100133
Parm1,0.2509849
Mettl7a2,0.25096995
Tmem97,0.25090626
Gm8615,0.25087512
Egfl8,0.2508737
Col15a1,0.25082988
Cnpy4,0.25082755
Srpk3,0.2508255
Acot11,0.25079337
Thsd7b,0.25077555
Rnf113a1,0.25075024
Polg2,0.25072965
Zfp937,0.2506353
Ccdc61,0.2505833
Mettl5,0.25051787
Prokr2,0.25048557
Isoc2b,0.25038466
Lyplal1,0.25037113
Cdk5rap2,0.2503578
Cdca4,0.25029308
Tpsg1,0.2502536
Obsl1,0.25019234
Nckap1l,0.2501084
Nos1ap,0.25003618
Fam167a,0.25000963
Sass6,0.24994853
Hn1l,0.24986085
Pamr1,0.24985516
Zfp438,0.24982476
F2r,0.24955079
Slc6a3,0.24954766
Hist1h4j,0.24954686
Cldn19,0.2495036
Mmp19,0.24949865
Ctxn2,0.2493912
Zfp433,0.24936563
X1700096K18Rik,0.24928689
Arl1,0.24927188
Rnf24,0.24922612
Tmem17,0.24921052
Mospd2,0.24911071
Iigp1,0.24910416
Tbl2,0.2490091
C78339,0.2488476
Cep104,0.2488467
Park2,0.24874413
Tmem186,0.24870838
Uck2,0.24862796
Gpr21,0.24862255
AI450353,0.24847911
Foxf2,0.24818812
Fam83d,0.24817793
Bco2,0.2481601
Smyd1,0.24806067
Htatip2,0.2479972
Adam1a,0.24797644
Mrpl10,0.24796547
Leng9,0.24792174
Fam71e1,0.24790837
Thsd1,0.24775314
Metrnl,0.247739
Zbtb48,0.24771415
Rara,0.24770162
Spink10,0.24764332
Uba7,0.2476148
Dnajc14,0.24734354
Plcd3,0.24732968
Ier5l,0.24728413
Cbr4,0.24725443
Ndor1,0.24725296
Ccdc166,0.24724096
Galnt11,0.24710166
Stoml3,0.2470978
L3mbtl3,0.24701585
Parp14,0.2469384
Mchr1,0.24687636
Slc25a15,0.24682741
X1700029J07Rik,0.24679494
Synpo2,0.24677971
Prtg,0.24665362
Decr2,0.24663505
Mef2d,0.24658251
Nmi,0.24657579
Gatc,0.24653167
Zfp105,0.24639261
Vmn2r29,0.24634343
Tpd52l1,0.24630687
Trim68,0.24627584
Rtp4,0.24626462
Cdc25b,0.2461266
Fastkd1,0.24606028
Tmem194,0.24595156
Man1a,0.24595053
Ppox,0.24586247
Plekhg2,0.24580185
Star,0.24576657
Syce2,0.24573526
Folh1,0.24570547
Col4a5,0.24567439
Osmr,0.24557783
Gemin2,0.24555326
Ppil6,0.24553186
Gm10069,0.2454933
Gjc2,0.24544331
Hic1,0.2453134
Nyap2,0.24525318
Ipp,0.24517043
Acaa1b,0.24516068
Tpm2,0.24514951
Ranbp17,0.2450804
Map3k14,0.24506804
Gipc1,0.24505214
Hmox2,0.24498188
Noxo1,0.2449601
Capn6,0.24492949
Nagpa,0.24491513
Sycp2,0.24489821
Zdhhc15,0.24485438
Gabbr2,0.24482019
Filip1,0.24469492
Sult1d1,0.24466614
Inpp5d,0.24456191
Clcn6,0.24456081
Cspg4,0.24452366
Aldoart2,0.24439782
Tbc1d10c,0.24436706
Nrp2,0.24422692
Pxdc1,0.24416742
Raver1.fdx1l,0.24416493
Pold1,0.24415919
Myadml2,0.24402677
Trpc5,0.24397561
P2ry13,0.24394192
Klhl4,0.24386017
Manba,0.24379176
Cdc14a,0.24374287
Lipo1,0.24352464
Enpp1,0.24351768
Ccnd3,0.24350505
Malt1,0.24349692
Zfp524,0.2434138
Gpr88,0.24341375
Spin2,0.24338089
Pdzrn3,0.24321653
Flt3,0.24318615
Echdc2,0.24313942
Erbb4,0.24309097
Pth2,0.24308944
Zfp775,0.24305286
Wdr54,0.24301419
X4833422C13Rik,0.24295917
Slit3,0.2427449
Tmem181a,0.24264553
Fam13c,0.2426127
Cast,0.24259073
Ankrd37,0.24258767
Gm11602,0.24233356
Tmem194b,0.2422202
Ralgps1,0.2421557
Adcy9,0.24205951
Psmd9,0.24196637
Zfp575,0.24192965
Med8,0.24186325
Tmem51,0.24180222
Apba3,0.24175078
Igsf1,0.24173975
Fancc,0.24172741
Haus2,0.24171841
Yipf2,0.24170004
Rfc5,0.24165401
Ppp1r14a,0.24153155
Lepre1,0.24150479
Uxt,0.24141417
D830031N03Rik,0.24128595
Rnaseh1,0.24121773
Unc5a,0.2411451
Abcb4,0.24110118
X1110008L16Rik,0.241012
Gm13375,0.24086405
E130311K13Rik,0.24086183
Anxa4,0.24083611
Urb2,0.24083593
Gpkow,0.24083373
Chrm2,0.24080606
Kcnj2,0.24076086
Crybb1,0.2407359
Cdk18,0.24063735
Zfp804b,0.24060409
Htr5a,0.24055445
Kctd12b,0.24045035
Skap2,0.24032551
Foxc2,0.24032465
Bnc2,0.24026358
Slc46a3,0.24026339
Pisd.ps2,0.24024586
Itga1,0.24017803
Runx1,0.24010846
Smtn,0.24009567
Apcdd1,0.2400816
P2rx7,0.2400582
Sdf2l1,0.24004029
Cep76,0.23999146
Aif1,0.23998697
Sstr1,0.23997992
Tnnt1,0.23989883
Cln6,0.23987445
Rps6kb2,0.23987404
AI118078,0.23987159
Cacng7,0.2398013
Tgfbi,0.23978654
Zfp786,0.23971738
Ankzf1,0.23967855
Tfcp2l1,0.23967534
Tmem204,0.23965701
Zfp759,0.23965214
Arhgef11,0.23959182
Clvs1,0.23958263
Lrrc56,0.23938532
Agbl5,0.23928836
Adam12,0.23928125
Atg4d,0.23921677
Hps3,0.23921268
Gpr126,0.23916973
Chst15,0.23911712
Dnaic2,0.23905455
Pcdhb11,0.23897205
Cdk2,0.23887856
X1700086L19Rik,0.23877698
Slc37a1,0.23874052
AI464131,0.23873012
Homer3,0.23851004
Churc1,0.2384714
Cyp11a1,0.23846254
Tmem37,0.23837726
Ccdc3,0.23836902
Zfp566,0.2382466
X1190007I07Rik,0.23823668
Rem2,0.23803593
Poll,0.2380006
Mmp14,0.23798445
Rbm19,0.23798303
Elac2,0.23797074
Ccdc77,0.2379664
Cenpt,0.23794118
Relt,0.23793975
Hpse,0.2379393
Lrfn3,0.23792307
Secisbp2,0.23785141
Snora28,0.23781545
Cwf19l1,0.2378059
Ecm1,0.23779412
Slc16a4,0.23773515
Ino80c,0.23771672
Stxbp2,0.2376903
Zfp691,0.23762333
Fam114a1,0.2376207
Pdgfrl,0.23754483
Eral1,0.23744798
Zfp395,0.2374434
Uros,0.23739846
Copz2,0.23737843
Ccdc57,0.23737273
Immp2l,0.23730376
Ctsk,0.23727353
Ccdc138,0.237241
Sox18,0.23719417
Tgm4,0.23694967
Jmjd4,0.23691866
Proca1,0.23687494
X6530402F18Rik,0.23678772
Eva1b,0.23671985
Zfp758,0.23664367
Oaz3,0.23662975
Slc36a4,0.23660377
Dcbld1,0.2365836
Rom1,0.2365784
Slc25a45,0.23657021
Usb1,0.23652034
Rfx5,0.23651382
Klhl36,0.23644316
Csrp2,0.23637651
Fam110a,0.23636171
Arrdc1,0.2363353
Haus7,0.23630166
Emx2,0.23629029
Rhpn2,0.23625553
Pcdhga11,0.23623933
Trim30d,0.23623799
C1galt1,0.2361882
Csf2ra,0.23595688
Hspb3,0.23594096
Dyrk3,0.23592348
Serpind1,0.2358941
Ngfr,0.23576632
Gm15455,0.23573959
Pla2g4e,0.23568192
Sdc1,0.23566441
Clcn7,0.23557912
Mxra7,0.23555999
Crispld1,0.2355536
Trp63,0.23546065
X4933407L21Rik,0.23533735
X2610306M01Rik,0.23528194
Pcdhb16,0.23527052
Zfp229,0.23497526
Dalrd3,0.23491722
Vasn,0.23485966
Stac,0.2348436
Kif22,0.23478043
Ifngr2,0.2347767
Uevld,0.23476271
Hist1h4k,0.23469889
Xkrx,0.23467237
Ptprc,0.23465341
Inhbb,0.23464987
Ccdc93,0.2345808
Mnd1,0.2345656
Flt4,0.23455042
X2310022A10Rik,0.23435965
Slc7a3,0.23415807
Pdlim3,0.23413657
Fam60a,0.2340731
Lactb2,0.23400085
Egflam,0.23397806
Smoc2,0.23388658
Inpp5e,0.23379953
Eif2ak2,0.23379368
Pom121,0.23377694
X2810408M09Rik,0.2337667
Wdpcp,0.23366365
Nudt5,0.23365423
Maged2,0.2336365
Gm12191,0.23361887
Kif7,0.23361495
Cks1b,0.23358166
Cbs,0.23352815
Gm5796,0.23344155
Tsacc,0.2333691
Tbxas1,0.23335564
Sfpi1,0.23335207
St6galnac3,0.23305115
Fam198a,0.23298402
Cdkn2c,0.23279765
Il2,0.23279507
Pdf,0.23269531
Nupl2,0.23259352
X1110034G24Rik,0.23252809
Prrg2,0.23247835
Fbxo16,0.23247677
Spef2,0.23240046
Plcg1,0.2323845
Lsamp,0.2323284
Gbp6,0.23226179
Gm14378,0.23222914
Sdk1,0.23221625
Rbbp8,0.23208693
Zfp41,0.23204474
Tm6sf1,0.2319947
Prcp,0.23198238
Slc25a47,0.23197821
Mettl21a,0.23192233
Dbp,0.23189774
Hlcs,0.23189214
Cubn,0.23184821
Cep128,0.23184457
Ccbe1,0.23183094
Zc2hc1c,0.23171723
Prr5,0.23166497
Oasl2,0.2316559
Riiad1,0.23161092
Nme5,0.23154044
Emc9,0.2315241
Nup37,0.23150545
Rpusd2,0.2314632
Nsun5,0.23139168
Gm5617,0.23133188
Gm10336,0.23123597
Hr,0.23119138
Galnt9,0.23115206
Gstt2,0.23114724
Dcaf4,0.23109356
Zfp874b,0.231008
Rbp4,0.23100768
Proser2,0.230987
Gm15612,0.23093504
Hist1h2bg,0.23089811
Gm4532,0.23086727
Mdc1,0.2308121
Ddx20,0.23077323
Qrfpr,0.23065805
AU022252,0.23056737
X5730480H06Rik,0.23054203
Nop9,0.23044777
Map1s,0.23037672
Rcor3,0.23034614
Epha2,0.23028906
St6galnac2,0.23017761
Calhm2,0.23016486
Pmf1,0.23012008
Zfp708,0.22999556
Nkd2,0.22975212
Zfp763,0.22968057
Dnase1l1,0.22964743
Cdh8,0.22961582
Vwa3a,0.2295831
Rbm41,0.22947854
Prorsd1,0.22947323
Nudt6,0.2293952
C920006O11Rik,0.22934292
X1500015A07Rik,0.2292887
Papolb,0.22924906
Prkcq,0.22910348
Rpa3,0.22903931
Trmt44,0.22903465
Map2k6,0.22901377
Cenpq,0.22901276
Irgm2,0.22891192
B930003M22Rik,0.22889581
Efna2,0.22880837
Crym,0.22879158
Adora2a,0.22877872
X1700001L19Rik,0.22871
Tll1,0.2286879
Abcc4,0.22863197
Gemin6,0.2286021
Zfyve9,0.22859345
Ankrd16,0.22836185
Ttc26,0.22832215
Trpm4,0.22828388
Irf8,0.22827397
D030047H15Rik,0.22825156
Stra6,0.2281889
Prrt4,0.22811839
Wdr76,0.2280573
Hhip,0.22794756
Mri1,0.22793514
Spata1,0.2278846
Sh3bp2,0.22787426
Zfp426,0.22783221
Cdkn1c,0.22773159
X5730403I07Rik,0.22770385
Slc38a6,0.22764824
Ppp1r17,0.22761983
Slc10a7,0.22760965
Rab3il1,0.22755316
Lekr1,0.2275409
Dtwd2,0.22751166
Fap,0.22736618
Wdr85,0.2272852
Tbck,0.22728199
Agmo,0.2272807
Cd52,0.22725147
Gm19522,0.22722962
Tap2,0.22710972
Cdh13,0.22698236
Wdhd1,0.22696406
Acad11,0.22693644
Gm3500,0.22683096
X4930503L19Rik,0.2268281
Sorbs3,0.2267142
Sult2b1,0.22664085
Gm7694,0.2266292
X2810049E08Rik,0.22644797
Gdf11,0.22643125
Dusp23,0.22640595
X3110002H16Rik,0.22624353
Ifi35,0.22623982
C230052I12Rik,0.22622865
Nyap1,0.22620782
N6amt1,0.22612476
Erich1,0.22593442
Klhdc7a,0.22588517
Sdr42e1,0.22588494
Tlr7,0.22587176
Cox6b2,0.22585867
Zfp35,0.22581917
Pcdhb14,0.2257876
Capn1,0.22573175
Ebf2,0.22559711
X3110040N11Rik,0.22551906
H2.DMa,0.22550781
X1110015O18Rik,0.22529574
Mirlet7b,0.22521341
Arap3,0.22517121
Sox3,0.22516285
Ldb2,0.22514084
Kdr,0.22513257
Sgms2,0.22492437
X4930526I15Rik,0.22491945
Vwf,0.22486722
Mcm5,0.2248442
Gm15417,0.22480078
Synj2,0.22476931
Col19a1,0.22475134
Foxd1,0.22473525
Dach1,0.2246952
L3hypdh,0.22460762
Ppp1r15a,0.22455196
Pcdhb15,0.22450173
Ndst4,0.22449633
Dctd,0.22449028
Hmha1,0.2243882
Lrrc33,0.22433756
Zfp189,0.2243123
Cort,0.22427711
Trim30a,0.22422189
Mfng,0.22394644
AF357359,0.22393864
Fam175a,0.22392799
X2610008E11Rik,0.2238385
Slfn5,0.22373474
Serpinb8,0.2237338
Acacb,0.2237283
Dmkn,0.22372776
Wdr67,0.2237267
Icam2,0.22366986
Cenpo,0.22366118
Grk4,0.2236306
Stard5,0.22354786
Bmper,0.2235426
Slc25a35,0.22349942
Ccdc176,0.22341031
Gpr25,0.22332418
Ube2cbp,0.22330397
Antxr2,0.22324808
Ripply2,0.22313902
Crtap,0.2231041
Gtpbp10,0.22305816
Npr3,0.22302361
Nrtn,0.22294424
Hacl1,0.22290725
X4932416H05Rik,0.22288936
Trip6,0.22286557
Supt7l,0.22277458
Suv39h1,0.22275338
Igf2bp3,0.22260979
Il10rb,0.22252996
Supt20,0.22250135
Tmem177,0.22237703
Cth,0.2221523
Spsb2,0.22202398
Abcc10,0.22187294
Pcyox1l,0.22179566
Hmcn1,0.22178745
Lrrc2,0.2217089
Mfsd3,0.22170222
Mapk12,0.22166872
Mapkapk3,0.22166015
Actr3b,0.22164753
Pou3f4,0.22158211
Pola2,0.2215786
Far2,0.2215381
Rltpr,0.22149263
Trerf1,0.22147541
Emx1,0.22137669
Zfp113,0.22130278
Scx,0.2212359
Grem2,0.2211415
N4bp3,0.2210921
Zfp747,0.22098126
Scarf2,0.2208658
Notch4,0.2208453
Itpka,0.22084437
Ikzf1,0.22073178
Lgals4,0.22065215
Aplf,0.22054282
Mir22hg,0.22048709
Lgr6,0.22046812
Lrrc3,0.22046642
Traip,0.2204008
Cklf,0.22022042
Rabl3,0.22021312
A430033K04Rik,0.2201221
Bmp5,0.21997963
Fzd8,0.21991746
Armc2,0.2197104
X9330020H09Rik,0.2197092
Phf7,0.21964163
Dennd3,0.21960041
Acad12,0.21959388
Tep1,0.21955927
Ppcs,0.21955228
Pctp,0.21953675
BC048943,0.21948366
X2410131K14Rik,0.21945748
Tnfrsf11b,0.21942298
Zfp617,0.21928656
Zfp455,0.21928349
Vps37c,0.21927479
Gemin8,0.21927327
Coa4,0.21917689
Rd3,0.21917671
Sec14l3,0.21913967
