gene,cosine_similarity
Fmnl1,0.347443
Ptar1,0.34743506
Rps6ka1,0.34738344
Sh2d7,0.34736755
Smim3,0.34733316
Otub2,0.34725243
Spata7,0.3471333
X4922501C03Rik,0.34710455
Tmem67,0.34707725
Tlr3,0.34705833
Cd74,0.34705198
Slc46a1,0.34702754
Acot2,0.34698263
Pdgfa,0.34696424
Smyd5,0.34693304
Gstt3,0.34692463
Nqo1,0.34690836
Rnase4,0.34683418
Gar1,0.3467132
Ptprr,0.34651652
Zfp282,0.3464888
Nrip1,0.3464734
Sema5b,0.3464364
Aldh18a1,0.34641594
Crispld2,0.34637448
Exosc3,0.34635037
Galk1,0.34635
Selrc1,0.3462384
E130201H02Rik,0.34613973
Zfp882,0.34611285
Gm3219,0.34610233
Zfp781,0.3460304
Mdfic,0.3459946
Stambpl1,0.34594062
Dnajc24,0.34593853
Pwp2,0.3459328
Fuk,0.34585062
Mybpc1,0.3458309
Zfp867,0.34578007
Mylk,0.3457426
Zfp60,0.34569758
Phf21b,0.3456826
Klhl11,0.3456752
Ccdc53,0.34566575
Lrrk2,0.34560373
X3110047P20Rik,0.3455149
Samd1,0.34550688
Usp30,0.34549284
Jrkl,0.34549242
Prep,0.34530693
Ttc27,0.34526584
Bin3,0.34519327
Eno3,0.34514385
Psen2,0.3451116
C1ql1,0.34505302
Syngr2,0.34500042
Tusc1,0.34499633
Ap4b1,0.34497586
Xpo5,0.34490854
Gtf2h4,0.34483552
Cxcr7,0.3448269
Urgcp,0.34480426
Trim66,0.34474063
Plxna3,0.34453845
Asb3,0.34443015
Cpt2,0.34436956
Zfp719,0.34425956
Socs6,0.3442453
Gucd1,0.34422502
Gtf2ird2,0.34412646
Mpped1,0.34405258
Nostrin,0.34395152
Il17ra,0.34390423
Mcm4,0.34385952
Tmem185b,0.34380037
Zfp593,0.34376135
Polr1b,0.34365818
Traf7,0.34358594
Prkcd,0.34358317
Glipr2,0.3435141
Rhebl1,0.34347457
Ethe1,0.34344867
Cbfa2t3,0.3434463
Foxj1,0.34342957
Rev1,0.3432774
Cep89,0.34324908
X9930104L06Rik,0.34324452
Fbxw4,0.3431667
Diexf,0.3431625
Naaa,0.34311852
Dhx32,0.3431167
Fxyd5,0.3430852
X1110007C09Rik,0.34307468
Zfp248,0.34298804
Mtap,0.34294882
Ankrd26,0.34285298
Gpc6,0.3428325
Wdr24,0.3427693
Wwc1,0.34275877
Gal3st1,0.34265357
Flrt3,0.3425192
Ccdc25,0.34251884
Mapk7,0.3424986
Heatr3,0.3424721
Cntn3,0.3424315
Alg3,0.34236127
Hs3st3a1,0.3423296
Sik1,0.34232935
Snora81,0.34227926
Cd3eap,0.34227276
X1700030K09Rik,0.34218407
Odf2l,0.34215027
X0610007N19Rik,0.3419938
Ccdc30,0.3419865
Mkrn3,0.34189564
Xrcc5,0.3418795
Tmem107,0.3417791
Abt1,0.34174374
Polr3f,0.34163627
Rnf112,0.34159803
Slc6a13,0.34150788
Tbc1d22b,0.341497
Wdr91,0.34149012
Bean1,0.34148818
Dis3l,0.34136596
Hist2h2be,0.3413422
Fam117a,0.34134084
Gm2694,0.34133843
Aldh1l2,0.3413364
Rnf217,0.34133086
Recql5,0.34111696
Slc25a34,0.34091958
Shf,0.34082258
Rabep2,0.34071618
Alkbh8,0.34061724
Hist1h1e,0.3405367
Simc1,0.34034026
Fah,0.34033945
S1pr3,0.34031758
Zfp846,0.34011513
Cyb5d2,0.34011483
Rbfa,0.34003764
X3632451O06Rik,0.34003735
Cdc7,0.33989105
Emr1,0.3398044
Cybrd1,0.33974016
Slc2a8,0.339654
Slx4,0.33953974
Kcnn3,0.33946344
Sbno2,0.33945352
Dtx3l,0.33939728
X1110012L19Rik,0.33930147
A930013F10Rik,0.33921754
Lpcat4,0.3391686
Adck2,0.3391648
Dhodh,0.33910847
Tmem180,0.3390726
Gmds,0.33898473
Fam217a,0.33887094
Pinx1,0.33873743
Mrpl27,0.33861986
Lama5,0.3385717
Fkbp10,0.338484
Ago4,0.33846766
Nfyb,0.33836
Cnn2,0.33832785
Sumf1,0.3382917
Mfsd10,0.33822343
Sox13,0.338151
Tmub1,0.33781457
Spef1,0.33777753
X1810010H24Rik,0.33776605
Pex16,0.33765298
Tmem39b,0.33764502
Gm16515,0.33756036
Tmem150c,0.33750343
Rgmb,0.33734986
Rnf31,0.3373482
Mum1,0.33722436
Eci1,0.33721435
Sntg2,0.3371663
Clcc1,0.33713534
Frmpd1,0.3371266
Mycbp,0.33710203
Slc39a11,0.3367525
Syt12,0.33670992
Zfp563,0.3366946
Mul1,0.33664367
Cd59a,0.33661264
Tchh,0.33657336
Plagl2,0.3365695
Btbd7,0.33652994
Sorcs1,0.33652356
Gpank1,0.33651245
Lgals9,0.33636326
Pycrl,0.33635497
Cnot3,0.33631742
Lin7b,0.33629236
Il13ra1,0.33628634
Col12a1,0.3362383
Tgfbr3,0.33622175
Spats2l,0.33606613
Stx2,0.33604503
Apoc1,0.3360188
Tbccd1,0.33593345
Mkx,0.33590126
Mrrf,0.33587262
Sbsn,0.3358389
Sde2,0.3357022
Ctnnbl1,0.335578
Cep85l,0.33546728
Runx2,0.33541933
Fam46a,0.335268
Esyt3,0.33522838
Dnajc28,0.33522618
Morc4,0.33519888
Alg11,0.3351286
Ccdc112,0.3350897
Adpgk,0.3349048
Tmem70,0.3348974
Mcts2,0.33488518
Stat6,0.3347375
Map2k3,0.33466938
Trmt10c,0.33466277
Med26,0.3346558
Tmem192,0.3345313
Slc2a4rg.ps,0.33450544
Tceanc2,0.3344272
Myrf,0.33439726
C130074G19Rik,0.33437866
Fcgr3,0.33417016
Pgpep1,0.3341512
Cd55,0.33407503
Ttc32,0.33404574
Rmi1,0.33403808
Tmem159,0.3340318
X9530077C05Rik,0.33402598
Fam20a,0.33392864
Dbndd1,0.33387887
Ly86,0.33364135
Fut10,0.3335171
Pomt1,0.33350462
Mospd3,0.33338732
Pigc,0.33338052
Sema4b,0.3333336
Pi4kb,0.33322388
Aldh9a1,0.33321738
Ppargc1b,0.333174
Ccdc66,0.33315524
Mvd,0.33306527
Prcc,0.33300358
Bace2,0.33299768
X2310047M10Rik,0.33286154
Slc2a6,0.33285478
Rhcg,0.33285186
Mmachc,0.33280516
Zbtb40,0.33273906
Postn,0.33264312
Unc93b1,0.33258784
X1110008J03Rik,0.3325836
Mdm1,0.33257145
Pak4,0.33255392
Dnajc17,0.3325264
Mlxip,0.33250543
C130030K03Rik,0.33245367
Gba,0.33241937
Naga,0.33240995
Tmem62,0.3323319
Rnasel,0.3323213
Myo7a,0.3323197
Slc25a10,0.33229965
Tbc1d7,0.33226883
Perp,0.33217853
Vmac,0.3321284
Hes6,0.33212423
Optn,0.33206567
Gin1,0.3318918
Phka2,0.33184275
Nudt8,0.331714
Entpd2,0.3316716
Tmem98,0.33163393
Prdx6b,0.33151972
Leprel2,0.331518
G2e3,0.33142585
Sertm1,0.33141172
Mn1,0.33138332
Irf1,0.3313718
Pros1,0.33134717
Bbc3,0.33101708
Col3a1,0.3307972
Hs1bp3,0.33076623
Kcnv1,0.33059937
Arhgdib,0.33056208
Aph1c,0.33048594
Tex15,0.33040524
Doc2a,0.33039612
Pdcd11,0.3303404
Gnaz,0.33029234
Eya1,0.33026657
Trmt10b,0.33026287
Dclre1b,0.33024976
Slc35a3,0.33019403
Col18a1,0.33017054
Aga,0.33012086
Fa2h,0.3298333
Ikbkap,0.32979327
Sfrp1,0.3297839
Ahr,0.32978362
Garnl3,0.32975018
Asb2,0.32963756
Fbxo4,0.32962897
Leng1,0.3296097
Pnoc,0.32958987
Eefsec,0.3295669
Gbp2,0.32954654
Rsad1,0.3294964
X2210013O21Rik,0.32944334
Cep135,0.32942542
Adamts20,0.32942155
Iqub,0.32936794
Tsga10,0.3293115
Pygl,0.32924953
Pp2d1,0.32924524
Hectd2,0.3292207
Nup43,0.3292015
Rpf2,0.3291303
Zfp697,0.32910845
Car4,0.3290326
Hhatl,0.32897502
Cd97,0.32895336
Mtmr9,0.32890302
Stard13,0.3288628
Mob3b,0.32886177
Slc29a4,0.32883656
B3gnt2,0.3287611
Elk4,0.3287539
Lyrm1,0.3286098
Snora16a,0.32859963
Ldlrad4,0.3285314
Smyd3,0.3285295
Emp3,0.3284508
Terf1,0.3284309
Sh3rf3,0.3284156
Shmt2,0.3283978
Ulk3,0.32839137
Fzd7,0.32836068
B9d1,0.32833162
Setd4,0.3283077
Crebl2,0.32812938
D630037F22Rik,0.32812515
Zfp27,0.32810822
Nqo2,0.32796714
X2810021J22Rik,0.3278634
Epha3,0.32785675
Gpnmb,0.32778588
Brca2,0.3277657
Htr7,0.32776186
Oscp1,0.3277076
Gm3893,0.32768142
Swap70,0.32764068
A230070E04Rik,0.32762972
Ikzf2,0.32746467
Gm3414,0.32744926
Ppp6c,0.32744378
Lgi1,0.32737064
Alyref2,0.32730135
Barhl2,0.32729644
Mthfsd,0.3271737
Tspan17,0.32716835
Fibcd1,0.32700065
Capn5,0.3269828
Unc5c,0.32695925
Plcxd3,0.32692537
Aste1,0.32692203
Ermn,0.32677087
Zfp449,0.32676163
A630007B06Rik,0.32650948
Recql,0.3264947
Cnksr3,0.32647258
Ska2,0.32636797
Dll1,0.32635656
Dom3z,0.3262215
Hjurp,0.32621312
Dgkh,0.32615352
Slc25a42,0.326108
Bcl7c,0.32608038
Tnip2,0.32594514
C130071C03Rik,0.32594508
Arv1,0.3258348
Zfp30,0.32574236
Sla2,0.32573444
Arhgap10,0.3256878
Fzd9,0.32561666
Fam43b,0.3256084
Tagap,0.3255992
Clstn1,0.32559633
Pde3b,0.32555276
Rnf144b,0.32550415
Hspa1l,0.32549512
Acrbp,0.32549474
Zfp213,0.32544202
Smarcd2,0.3254249
Cxcl5,0.32541415
Rarb,0.32528615
Itfg3,0.32528085
Rxrg,0.3252234
Nle1,0.32511535
Pdcd7,0.325079
Exoc6,0.3250566
Zfp862,0.325056
Tenm2,0.32473305
Ppfibp2,0.32445464
Gtf3c3,0.3244277
Slc9a5,0.3244211
Rrp15,0.32438692
Acta1,0.32436794
Epb4.1l4b,0.3243313
AW554918,0.32432598
Spint2,0.32428494
Nfya,0.32418334
Glmn,0.32405877
Unc5d,0.3239455
Hspg2,0.3238952
Tmem40,0.32387173
Pdzrn4,0.32385656
Dusp19,0.32384932
Prim2,0.3237671
Scyl2,0.32376096
Amdhd2,0.3236674
Tchp,0.3236637
Ints8,0.3236495
Rfc3,0.32361346
Gstm6,0.32356045
Tm4sf1,0.32340527
Urb1,0.32335344
Cdkn1a,0.32311773
Nln,0.3231161
Zfp652,0.32297117
Dcakd,0.32295334
Nipal2,0.3228846
Tfpt,0.32279086
Pdzk1,0.3227534
Adora2b,0.3227443
Cyp4f13,0.32273328
Skida1,0.32260522
Slc8a3,0.3225986
Ccne2,0.32244655
Tmem88b,0.3223535
Plekhg3,0.32232034
Sh3yl1,0.32222193
Mto1,0.32220665
Rpf1,0.32218748
Lama3,0.32213083
Zfp334,0.32212883
Mrc1,0.32210988
Rgs16,0.32189333
Dus2l,0.32168666
A330009N23Rik,0.32164758
Srd5a1,0.3216251
Fnip2,0.3216033
Abcb8,0.3215689
Slc35f4,0.32156345
X2310010J17Rik,0.32147053
Dpyd,0.32142848
Ccdc13,0.32136437
Crabp2,0.32134563
E530011L22Rik,0.32121122
Adamts5,0.32109007
X3110039M20Rik,0.32107934
Arsk,0.3210494
Tagln,0.3210049
Cd53,0.3209523
Napepld,0.32094693
Fign,0.32082823
Gpr61,0.32072818
Dhx29,0.32063556
Zbtb9,0.32062915
Abhd14b,0.32057568
Hyi,0.3203802
Zfp688,0.3203672
X2810029C07Rik,0.3203377
Pprc1,0.32022953
Rbak,0.32011735
Cryl1,0.3200339
Wasf2,0.32002896
Zscan12,0.31996888
Nsmce1,0.3199575
Gm14440,0.31987864
Exog,0.3198467
Rcor1,0.31984645
Apbb1ip,0.31983775
Prim1,0.31963372
Zfp945,0.31950814
Cp,0.31940985
Prdm16,0.31939927
Senp1,0.3193778
Ankrd49,0.31936517
Qtrt1,0.3193096
D430042O09Rik,0.31930935
Kctd18,0.31910545
Gale,0.3190085
Klhl28,0.31898087
Slc13a5,0.31895086
Ncrna00086,0.31889394
A430035B10Rik,0.3188595
Slc25a13,0.3188082
Ebpl,0.31867486
Nelfe,0.3186532
Ccdc74a,0.31855726
Stc1,0.31855634
Slc18a2,0.31852323
Kcnf1,0.3184351
Pnma3,0.31842917
Tnr,0.31840405
Atxn7l2,0.31833383
Pkd1,0.31833166
Sec24d,0.31830028
Zbtb24,0.31823197
Rpp38,0.3182016
Itgb3bp,0.3180582
Ifi30,0.31802645
Hrk,0.31799895
Cwc25,0.31797048
Spats2,0.31793097
Tmem120a,0.3178759
Ddx23,0.31781015
Rad51d,0.3178024
Fam105a,0.31778476
Oxld1,0.31775528
Hddc2,0.3176221
Kctd14,0.31758136
Sult1a1,0.3175563
X2310033P09Rik,0.31753498
Mettl21d,0.31743103
Stt3a,0.31730115
Agbl2,0.3172797
Frg1,0.31722164
Nif3l1,0.3172158
Npepl1,0.31711894
Coq4,0.31709766
Zfp346,0.31708527
Gltpd1,0.3170696
Erap1,0.3170478
Zfp521,0.31702098
Lig3,0.31695303
Tmprss5,0.31694674
Nfatc2ip,0.31690407
Rgs9,0.31685948
Neurod1,0.3168432
Herc6,0.31666353
Haus4,0.31665716
Zkscan2,0.31651247
Cnpy3,0.31647703
Heph,0.31646115
Nrde2,0.3163371
Asap2,0.3162719
Pip5k1a,0.31612828
Ldhd,0.3161038
Rhoj,0.3160696
Ppwd1,0.3160669
Eif2b3,0.3160024
X1110054M08Rik,0.31595665
Tenm4,0.3159456
Zfp628,0.31591108
Sgtb,0.31589714
Syt10,0.31588987
Thada,0.3158319
Bhlha15,0.31580722
Amacr,0.31576523
Ephb1,0.31562203
Nsun4,0.31549293
Bmp2,0.31541187
Gys1,0.31539243
Cbx8,0.31537217
Ogfod3,0.315312
Colec12,0.3151395
I830012O16Rik,0.3150924
Hcn3,0.31505525
Lrch3,0.3149539
Zfp101,0.31470144
X1700094D03Rik,0.31469402
Rasip1,0.31456596
Apaf1,0.314516
Hdac7,0.31442374
Gabpb2,0.31435144
Fli1,0.3143114
X9130221H12Rik,0.3142786
Snx22,0.3142157
Caprin2,0.3141921
Lrfn2,0.3141637
Vps18,0.31402865
Cbr3,0.31402758
Rasl12,0.31392634
Orai1,0.3139185
B230216N24Rik,0.31387082
Parp9,0.3138697
Nup98,0.31372613
Htr3a,0.31367457
Adrb1,0.3135659
Tprn,0.31355342
L1cam,0.3134691
Ruvbl2,0.31333694
X2610019F03Rik,0.31324136
Sox17,0.31312415
Dok3,0.31307602
Dok5,0.31298986
Ipw,0.31293216
Slc7a14,0.31287444
Tmem216,0.31252176
Pxmp2,0.31251687
Fen1,0.31247544
Greb1,0.31240916
Sulf1,0.31237426
Aven,0.31235626
Zkscan6,0.31235477
Ifitm2,0.31231478
Trdn,0.31223488
Hddc3,0.3122343
Samd10,0.31222633
Dtx2,0.31216347
Zfp667,0.3121617
Cdc25a,0.3121482
Fndc1,0.3121205
X2810011L19Rik,0.31203842
Atp5sl,0.31203097
Tfb1m,0.311883
Prdm5,0.31178814
Mettl15,0.31173494
Gss,0.31172824
Sars2,0.3116377
Reck,0.3115947
Chst12,0.31158507
Chordc1,0.31153294
Cirh1a,0.31146434
Gm16062,0.3114209
Hspb11,0.31138152
Hmgb2,0.31133455
Lnx2,0.31131035
X1110017D15Rik,0.31119227
Triqk,0.31117815
Pgap3,0.31098157
Siae,0.31097934
Rrp8,0.31091613
Cbl,0.31090412
Myo19,0.31086156
Dbr1,0.3108571
Dhrs13,0.3108528
Arrdc4,0.31082556
Ddo,0.3107927
Mobp,0.31075975
Ppil3,0.31071937
Mrs2,0.3106431
Ppara,0.31052387
Syde2,0.31052306
Cd2bp2,0.31043196
Elfn2,0.31035337
Nxn,0.3102811
Ifih1,0.31027502
Rdh13,0.3102671
Myl6b,0.31021082
Rint1,0.3101648
Fancl,0.31015906
Gmnn,0.31011048
Rnaseh2a,0.3100701
Aspscr1,0.3100335
Gatsl2,0.3099906
Zbtb39,0.30992547
Notch3,0.30987346
Npm3.ps1,0.30976316
A230056P14Rik,0.30963078
Nek4,0.30957615
Evc2,0.30944034
Tmppe,0.3093744
Hrh3,0.30918914
Papd4,0.30915913
Cacnb1,0.30900753
Cx3cr1,0.30900112
Psmg1,0.30896333
Zmynd19,0.3089607
Ino80b,0.30895203
Fam229b,0.3089494
Adamts15,0.308897
Mta3,0.30879444
Gpn2,0.3087576
Msrb3,0.30874595
Fads2,0.30869958
Cd276,0.30859393
Arl16,0.30853656
Gm525,0.30847588
Slc29a2,0.30844605
Polk,0.30844206
Irgm1,0.30841228
Tagln2,0.30835044
Hars2,0.30826682
Mcm6,0.30826503
Alg10b,0.30820897
Wnt7b,0.3081852
Sardh,0.30810437
S100a11,0.30800778
Lpar4,0.30789363
Zfp839,0.30788988
Flad1,0.3078587
Eme1,0.30782202
Dnajc16,0.30768162
Klhl30,0.30758995
Bdh2,0.30758825
Sh3bp1,0.30756256
Prr18,0.30748275
Tysnd1,0.30747378
Dand5,0.30739212
Tgs1,0.3073631
Dtwd1,0.30735213
Eri2,0.30731717
Tek,0.30714774
Kcna6,0.30713588
Rrp9,0.3071215
Fam122b,0.30706614
Igfbp3,0.3070344
Tmem200a,0.30703303
Ppic,0.30699453
Stac3,0.3069739
Wdr70,0.3069161
Traf2,0.30690795
Tdg,0.30690673
Dnahc7b,0.30682528
Lrrk1,0.30677626
Lrrc3b,0.30665943
Dcaf17,0.30659485
Pld1,0.30640554
Htr1f,0.30618823
Cplx3,0.3061775
Atp6v0a2,0.30613226
Rnmtl1,0.30592212
Zfp788,0.30588394
Lin37,0.30583996
Zfp930,0.30576414
Ksr2,0.3057527
Ush1g,0.30568728
Dlx6,0.30565992
Morn2,0.30564475
Anxa2,0.30552244
Stim1,0.30551454
Fert2,0.30538926
Nit1,0.30526307
Gpr137c,0.30524707
Scgb1c1,0.30513504
Hic2,0.3050366
Prkx,0.30499643
P4ha3,0.30495876
Cited4,0.30495656
Rad1,0.30485645
Comtd1,0.30484647
Fut11,0.30481663
X2810013P06Rik,0.30476293
X1600002K03Rik,0.3047274
Zfp14,0.3046536
Il1rap,0.30461642
Tbc1d2b,0.3046131
Abca8a,0.30447015
Bend7,0.30445844
A930017M01Rik,0.3044583
Gm2027,0.30442595
Exo5,0.30431592
Mad2l2,0.30430347
Slc52a2,0.30418292
Wdr83,0.30410117
Kctd7,0.30398574
Ftsjd1,0.30395997
Taf8,0.30394965
Endov,0.30373
Azi1,0.30346552
X5330434G04Rik,0.30321252
Slc19a2,0.30321175
Myh11,0.3032022
Mtm1,0.3031675
Gmeb1,0.30303326
BC048403,0.30301955
Zbtb25,0.3029369
Racgap1,0.30288216
Pcgf5,0.30282307
Dak,0.3026946
Ovca2,0.30264068
Cr1l,0.30262303
Ccdc173,0.30251056
Cog8,0.302371
Shpk,0.3022427
Myo1c,0.3022391
Zfp275,0.302196
Jtb,0.3020905
AI846148,0.3020612
Rtn4r,0.30200675
Pcbd1,0.30196285
Zfp251,0.30193678
Npm3,0.30191937
Boc,0.30188632
Fbxo46,0.30183506
Paqr9,0.30181536
Mif4gd,0.30159396
P2ry1,0.30157715
Acot9,0.30157343
Fgf16,0.30146015
Zfpm2,0.3013521
Sirt5,0.30133122
Psmg3,0.30132818
Mad1l1,0.3012699
Nrip2,0.30114254
Sh2d3c,0.30109406
Neb,0.30106238
C030034I22Rik,0.30101305
Trmt5,0.30091226
Pkn1,0.30076292
Trmt61b,0.30064562
Gcat,0.300641
E130102H24Rik,0.3005397
Rec8,0.3004404
Grem1,0.30034202
C630043F03Rik,0.30027682
X2510002D24Rik,0.30017832
Sat2,0.30011132
Lyz2,0.29993522
Zfp13,0.29989707
Ssc5d,0.29977876
Acot1,0.29974627
N4bp2,0.29972342
Trmt10a,0.29972124
Lancl3,0.29970452
Heatr5a,0.29967016
Lsm10,0.299618
Cdkl3,0.29960963
X4933431E20Rik,0.29951733
Cyth4,0.29948696
Rbm4b,0.2994635
Sema4c,0.29938647
Larp6,0.29936266
Cep41,0.2992275
Cln3,0.29922163
Coq3,0.29919347
Sel1l3,0.2991914
Gnpda1,0.29918605
Kcnk12,0.29885682
Myo1d,0.29882842
Zswim5,0.29881677
Lpar6,0.29874554
Lig1,0.29869947
Plbd2,0.29861546
A530058N18Rik,0.29860136
Ankrd34c,0.2984505
Aard,0.29841253
Dhfr,0.2982158
Mrc2,0.2982108
Pgm1,0.29817078
Atp5s,0.29813662
Pik3cd,0.29810336
X2610015P09Rik,0.2980812
Tox,0.29798895
Suox,0.29790518
Btd,0.29784113
Gcnt2,0.29782978
Osbpl7,0.29780692
Tmem234,0.29777557
Snx8,0.297767
Gcnt4,0.29774296
Pigo,0.2976931
Kcnc4,0.2976794
Mycl1,0.29764313
Ddx59,0.297601
Sgpp2,0.29754725
Bdnf,0.2974745
Arhgef16,0.29743177
Ankrd39,0.297399
Arhgap18,0.29730532
Zbtb7b,0.29723805
Cyp4f14,0.29721898
Ripk1,0.29720458
Crybg3,0.2971915
Hook1,0.29713318
Nudt22,0.29704088
Wasf3,0.29700795
Strn,0.29691374
Gpx3,0.29685634
Ggct,0.29673305
Cdk5rap1,0.2965843
Fbxl19,0.296576
Elp6,0.29649323
Tbc1d8b,0.2964243
Rdh11,0.2963964
Zfp61,0.29638156
Adck4,0.2963561
Rdm1,0.29628986
Wwox,0.2962413
Aaas,0.29596666
Gmppb,0.29591674
Nhs,0.2958927
B3galt5,0.29587832
Kbtbd8,0.29579976
Senp8,0.2957135
Zfp64,0.29569873
X1700023F06Rik,0.29565385
Tshz3,0.29562595
Arhgef15,0.2954905
X2010107G23Rik,0.29545644
Kansl2,0.29541504
Rangrf,0.2954092
Asb11,0.2953697
Fam217b,0.295326
Slx1b,0.29514328
Fkbp7,0.29507142
Armc7,0.29505908
Arid3a,0.2949988
Pkd2l2,0.29494417
Taf5,0.29494065
Pde7b,0.29488218
Bst2,0.2948641
Rassf8,0.29485235
Casp6,0.29480588
Tyw5,0.2946433
Mrpl9,0.29444572
H2.Aa,0.2944279
Smtnl2,0.29441568
Sept10,0.29433268
Cox7a1,0.29424518
Itpkb,0.29411724
Map3k13,0.29398254
Zfp143,0.29395813
Rabggta,0.2939522
Trpm2,0.29391378
X2610034M16Rik,0.29384124
Ssbp1,0.2937992
Cacng4,0.29366294
Snhg12,0.29365015
Snhg9,0.2936053
Lmbr1l,0.29345694
Fbln5,0.29332435
Dock5,0.2933233
Emcn,0.2932928
X5730408K05Rik,0.29329032
Pglyrp1,0.29326147
Rsph1,0.29320127
BC026590,0.29318964
Dcaf10,0.29314065
Zfp689,0.29313055
X2310003H01Rik,0.29299858
Acvrl1,0.2929799
Itgbl1,0.2926871
Bpifb9a,0.29245675
Uap1l1,0.29243687
Stk32a,0.2923056
Bbs9,0.292291
Cep112,0.2922343
Btbd11,0.2922095
Pigb,0.29218465
X1110032F04Rik,0.29218137
Ttc23,0.2921636
Atp13a4,0.29215428
Dars2,0.29215297
Mro,0.2921503
Mad2l1bp,0.2920981
Disp1,0.29200888
Dpy19l4,0.2919948
Tesk2,0.29195052
Myd88,0.29184857
Xrcc3,0.2918055
Bpifb3,0.29178292
Saysd1,0.291761
Baz1a,0.29175878
Bud31,0.29172927
Tmem179b,0.2915739
Ldlr,0.2915037
Osgepl1,0.29147094
Spa17,0.29142123
Adam33,0.2912962
X2310069G16Rik,0.2912231
E130307A14Rik,0.2912099
Hook2,0.2910969
Utp23,0.29105568
Trim35,0.2910002
Sqrdl,0.2909734
Ptch1,0.2909688
Spata2l,0.2909383
Zfp110,0.29092497
Dusp15,0.29092354
Hsd11b1,0.2909136
Znrd1as,0.29081932
Gpr176,0.2906491
Gm11549,0.29062945
Usp35,0.29061922
Scml2,0.29058912
Slc16a11,0.29044345
Pskh1,0.29042593
Nudt14,0.29035875
Supt3,0.29033408
Tatdn3,0.29014128
Zfp81,0.2901256
Tspo,0.29008245
Elac1,0.2900356
Slc25a32,0.29001498
Mcm9,0.2898882
Cyp2d22,0.28987142
X4933409K07Rik,0.28982428
Col20a1,0.28978407
Deptor,0.28970456
Kcnh5,0.28963667
Vstm2b,0.28963602
Smc2,0.28961366
Slc16a7,0.28954422
X2010111I01Rik,0.28930777
Lypd6,0.28929597
Pelo,0.28926906
Srd5a3,0.28925234
Tstd1,0.28920886
Nod1,0.28918517
Adam8,0.28905964
Dsel,0.28901365
D930015E06Rik,0.28882575
Cyb5r1,0.28881514
Zfp111,0.28879645
Rps6ka6,0.2887897
Egfr,0.28877956
Adi1,0.28875545
X1700003E16Rik,0.288714
Prelp,0.28865346
Trpc6,0.28859884
Tnfrsf12a,0.28859547
Fgf10,0.28859198
Gdpd2,0.2884968
Lrrc51,0.28848487
Myof,0.28835794
Grk5,0.28830206
Cetn4,0.28828055
Ier3,0.28804332
Tex10,0.28791642
Insc,0.2879076
Pnpla7,0.28782865
Ppp1r3d,0.287812
Ndufab1,0.28778356
Gm4636,0.28770593
Plk3,0.2875303
Ccna2,0.28751674
Cdc42ep2,0.2873261
Gfra1,0.28732473
Lsm11,0.28730205
Slc39a8,0.2872794
Map3k3,0.28720272
Cdr2,0.28717607
Rcc1,0.2871165
Ctbs,0.28703842
Lipt2,0.28696105
Rcor2,0.28694972
Gm13498,0.286931
Nsun7,0.2867844
Rab7l1,0.2867286
Gpc3,0.28661856
Mtg1,0.28659603
X2610019E17Rik,0.2865859
L2hgdh,0.28655702
Fem1c,0.28654227
Thumpd2,0.2864309
Larp1b,0.28640974
Lum,0.28622985
Tgtp1,0.28618583
Marveld1,0.28614947
X6330416G13Rik,0.28607234
Dedd2,0.28591374
Jag2,0.28590363
Magohb,0.28586614
Nucb2,0.28582317
Myo1e,0.28579938
Zfp560,0.28574103
Syvn1,0.28570148
Fhit,0.28569695
Fggy,0.2856928
Rhobtb1,0.28568152
Tsen54,0.28567308
Plin3,0.28552896
Tmem126b,0.28552246
Haus3,0.28551123
Gm8801,0.2855087
Fam171a2,0.2854731
Disp2,0.28546005
Fam151b,0.28543282
Tac2,0.28535077
Brca1,0.28532055
Pipox,0.28518343
Trim45,0.2851683
Tfpi,0.28507236
Lrrc39,0.28503874
X9530091C08Rik,0.2848268
Dgka,0.28472146
Slc8a2,0.28457206
Tie1,0.28454477
Bpifb9b,0.2844652
Tctex1d2,0.2844437
Tfeb,0.28443852
Ighmbp2,0.28437778
Usp49,0.28437665
Kif17,0.28436178
Kdelc1,0.28429312
Khk,0.28426382
Cml1,0.2842103
Sh2b2,0.28411254
Stk11ip,0.28404975
Ptger1,0.28395304
Gpr89,0.28390414
Bcs1l,0.28384513
Spsb1,0.2837772
Gm8994,0.28368622
Adnp2,0.2836718
Shkbp1,0.28350064
Acsf3,0.28349656
Sco1,0.28346452
Wdsub1,0.28339142
Cecr5,0.28338757
Eya2,0.28338048
Vegfc,0.28337443
A330048O09Rik,0.28334343
Egln3,0.28334242
Ell3,0.2833356
Nup54,0.2832972
Mvp,0.28328976
Tecpr1,0.2832209
Pappa,0.2830835
Kcng4,0.28302068
BC023829,0.28296062
Slc35c1,0.28295362
Itih2,0.2829132
X2310061J03Rik,0.28283224
Spata6,0.28280246
Pld4,0.282795
Dcxr,0.28266385
Nfatc2,0.28258815
Edn3,0.28238383
Fancg,0.2823496
Bcl2l11,0.2822808
Il18bp,0.28224757
Pms1,0.2820505
March11,0.2820066
Ppih,0.28198823
Adra1b,0.2819766
Arhgap42,0.28194797
Adra2c,0.28191513
Mfsd4,0.28177428
Msantd3,0.28170842
Pde9a,0.28157875
Zc3hav1l,0.28155768
Map10,0.28154922
Dync1li1,0.28148693
